capturado_utc,puerto,frontera,puerto_nombre,cruce,clase,carril,estado,minutos,carriles_abiertos,hora_cbp,puerto_estado,sentido
2025-04-30T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,28,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,7,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,9,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,60,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,46,,SANDAG,,norte
2025-05-01T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,51,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,7,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,30,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,22,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,18,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,33,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,17,,SANDAG,,norte
2025-05-02T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,11,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,65,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,25,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,21,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,52,,SANDAG,,norte
2025-05-03T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,36,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,14,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,85,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,85,,SANDAG,,norte
2025-05-04T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,10,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,10,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,0,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,24,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2025-05-05T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,41,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,11,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,4,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,22,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,18,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,44,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,5,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,46,,SANDAG,,norte
2025-05-06T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,8,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,44,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,12,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,7,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,11,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,10,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,42,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,6,,SANDAG,,norte
2025-05-07T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,9,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,47,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,15,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,22,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,15,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,16,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,36,,SANDAG,,norte
2025-05-08T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,10,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,7,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,9,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,16,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,52,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,15,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,110,,SANDAG,,norte
2025-05-09T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,7,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,21,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,22,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,9,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,25,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,8,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,60,,SANDAG,,norte
2025-05-10T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,66,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,15,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,87,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,91,,SANDAG,,norte
2025-05-11T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,60,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,28,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,19,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,22,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,43,,SANDAG,,norte
2025-05-12T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,8,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,11,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,17,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,26,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,11,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,35,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,9,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,31,,SANDAG,,norte
2025-05-13T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,11,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,3,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,7,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,10,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,14,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,44,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,54,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,18,,SANDAG,,norte
2025-05-14T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,13,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,6,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,45,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,51,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,9,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,7,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,13,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,35,,SANDAG,,norte
2025-05-15T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,65,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,43,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,19,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,14,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,15,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,55,,SANDAG,,norte
2025-05-16T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,16,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,9,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,39,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,13,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,11,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,20,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,49,,SANDAG,,norte
2025-05-17T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,12,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,28,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,33,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,12,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,0,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,107,,SANDAG,,norte
2025-05-18T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,6,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,21,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,14,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,17,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,8,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,25,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,2,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,13,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,79,,SANDAG,,norte
2025-05-19T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,17,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,14,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,19,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,10,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,51,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,11,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,57,,SANDAG,,norte
2025-05-20T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,10,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,8,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,10,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,4,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,18,,SANDAG,,norte
2025-05-21T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,11,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,25,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,7,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,6,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,15,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,10,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,peatones,general,promedio-diario,11,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,carga,general,promedio-diario,12,,SANDAG,,norte
2025-05-22T12:00:00+00:00,250501,Mexican Border,Tecate,Tecate,pasajeros,general,promedio-diario,33,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,general,promedio-diario,34,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,peatones,general,promedio-diario,5,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,pasajeros,general,promedio-diario,9,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,pasajeros,sentri,promedio-diario,6,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,general,promedio-diario,6,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250301,Mexican Border,Calexico East,Calexico East,carga,fast,promedio-diario,6,,SANDAG,,norte
2025-05-23T12:00:00+00:00,250201,Mexican Border,Andrade,Andrade,peatones,general,promedio-diario,1,,SANDAG,,norte
